Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Comments
Plate7-Blue-A	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-A	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-A	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-A	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-A	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL067C	UBP13		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL083C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL004C	RPN14		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL024W		SST3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL039W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL058W	RAD6	PSO8;UBC2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL077C	HNM1	CTR1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL066C	SEF1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL082C	ALG3	RHK1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL003C	CDH1	HCT1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL021W	ALK1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL037C	PNC1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL057C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL076C	RPL7A		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL065W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL081W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL002W	ERP6		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL019W	CKB1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL036W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL056C	SDS23		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL072C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL064C	PRX1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL080C	PET112		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL094C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL016W	KAP122	PDR6	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL035C	MIG1	TDS22;SSN1;CAT4	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL054C	ERV14		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL071W	AFT1	RCS1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL063W	KIP1	CIN9	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL079W	NUP170	NLE3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL091C	MAP2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL015C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL034C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL053W	PRM8		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL070C	RPB9	SSU73;SHI1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL062W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL078C	ATG8	AUT7;CVT5;APG8	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL090W	MRP21	MRP50	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL014W	PUF4	YGL023	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL033W	HOP2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL050W	TYW3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL067W	NPY1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Blue-B	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR244W	PEX5	PAS10	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR256C	CTA1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR270W	CCC2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR284C	DPP1	ZRG1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR300C	PRO1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR317W	HIM1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR334W	SWR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR242W	AMD2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR255C	RMD5	GID2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR268W	MSW1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR283C	GCN2	AAS1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR298C	ATP5	OSC1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR316W	OMS1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR333C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR065C	PAM17	FMP18	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR045C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR266C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR282C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR297W	SUR2	SYR2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR315C	IPK1	GSL1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR332W	IRC3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR064W	OAF3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR254W	CHL4	MCM17;CTF17	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR265W	PEX10	PAS4	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR281C	PHM6		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR296W	MHR1	XTC1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR314C	RAD34		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR061W	KTR2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR253C	MET32		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR264C	AKR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR279W	RNH202		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR295C	HDA2	PLO2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR313C	PIB1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR330W	UBX5		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-A	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR251W	PAM1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR262W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR277C	MTH1	HTR1;DGT1;BPC1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR293C	SSD1	SRK1;RLT1;MCS1;CLA1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR310C	SUM1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR323C	PEP7	VPT19;VPS19;VPL21;VAC1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL005W	EPS1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR250C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR261C	EXG2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR276C	PMP3	SNA1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR291W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR309C	GIC2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR322W	MRPL35		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL002C	INP51	SJL1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR249C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate7-Green-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR260C	SWM1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
