Time (s),,Green x,Green y,Green z,,Red x,Red y,Red z,,interspot distance (nm),,x offset,y offset,z offset,,Green Max I,Green Backgrnd,Green STD,,Red Max I,Red Backgrnd,Red STD,,Green contrast,,Red constrast,,OriginalvideoID,Strain,ManuscriptvideoID,Mother/Daughter Cell,DD strain names
92.385,,5.314,5.567,1.587,,5.6882,5.9877,1.3328,,617.7635227,,0.3742,0.4207,-0.2542,,124.29,50.22,6.4,,35.26,8.18,2.3,,74.07,,27.08,,63_26a,100.8kb,j_upper,m,DD1475
93.472,,5.354,5.579,1.496,,5.5042,5.5707,1.3108,,238.5958298,,0.1502,-0.0083,-0.1852,,142.75,50.49,6.68,,39.18,7.01,2.4,,92.26,,32.17,,63_26a,100.8kb,j_upper,m,DD1475
94.559,,5.334,5.609,1.714,,5.5892,5.8157,1.4158,,443.5934738,,0.2552,0.2067,-0.2982,,130.89,50.4,6.89,,27.16,6.43,1.99,,80.49,,20.73,,63_26a,100.8kb,j_upper,m,DD1475
95.645,,5.378,5.752,1.511,,5.4202,5.6197,1.3388,,221.2170201,,0.0422,-0.1323,-0.1722,,137,50.82,6.86,,33.99,7.9,2.46,,86.18,,26.09,,63_26a,100.8kb,j_upper,m,DD1475
96.732,,5.299,5.726,1.85,,5.6712,5.8757,1.5588,,495.7220693,,0.3722,0.1497,-0.2912,,131.05,50.61,7.01,,35.69,8.56,2.38,,80.44,,27.13,,63_26a,100.8kb,j_upper,m,DD1475
97.819,,5.15,5.634,1.792,,5.6782,5.9597,1.5328,,672.5030632,,0.5282,0.3257,-0.2592,,141.81,51.13,7.29,,34.63,8.88,2.37,,90.68,,25.75,,63_26a,100.8kb,j_upper,m,DD1475
98.906,,5.143,5.437,1.716,,5.5842,5.8787,1.3758,,710.9798661,,0.4412,0.4417,-0.3402,,132.75,49.2,6.44,,30.99,9.05,2.39,,83.55,,21.94,,63_26a,100.8kb,j_upper,m,DD1475
101.08,,5.289,5.782,1.571,,5.6912,5.8977,1.4498,,435.7072067,,0.4022,0.1157,-0.1212,,153.16,51.57,7.67,,34.03,9.75,2.29,,101.59,,24.28,,63_26a,100.8kb,j_upper,m,DD1475
102.167,,5.395,5.71,1.787,,5.6542,5.9317,1.2968,,597.1863779,,0.2592,0.2217,-0.4902,,137.47,50.11,7.1,,35.92,9.82,2.68,,87.36,,26.1,,63_26a,100.8kb,j_upper,m,DD1475
103.254,,5.302,5.561,1.585,,5.6412,5.9857,1.3758,,582.4013822,,0.3392,0.4247,-0.2092,,132.26,50.22,6.92,,33.07,8.93,2.53,,82.04,,24.14,,63_26a,100.8kb,j_upper,m,DD1475
104.34,,5.337,5.542,1.476,,5.5272,5.8517,1.3188,,395.982285,,0.1902,0.3097,-0.1572,,133.44,49.77,6.71,,29.59,8.17,2.18,,83.67,,21.42,,63_26a,100.8kb,j_upper,m,DD1475
105.427,,5.543,5.601,1.446,,5.5642,5.8187,1.6718,,314.3697982,,0.0212,0.2177,0.2258,,123.5,49.29,6.26,,27.87,7.84,2.21,,74.21,,20.03,,63_26a,100.8kb,j_upper,m,DD1475
107.601,,5.264,5.52,1.451,,5.4332,5.7587,1.2838,,336.9898663,,0.1692,0.2387,-0.1672,,153.94,49.75,6.81,,35.42,8.16,2.37,,104.19,,27.26,,63_26a,100.8kb,j_upper,m,DD1475
0,,4.585,2.581,2.511,,4.6102,2.6197,2.2518,,263.2819211,,0.0252,0.0387,-0.2592,,172.57,74.37,7.64,,59.42,14.72,3.98,,98.2,,44.7,,63_26b,100.8kb,k_lower,d,DD1475
1.087,,4.677,2.625,2.524,,4.5972,2.6527,2.2288,,307.0478302,,-0.0798,0.0277,-0.2952,,182.77,71.52,7.68,,49.83,12.08,3.52,,111.25,,37.75,,63_26b,100.8kb,k_lower,d,DD1475
2.174,,4.596,2.711,2.301,,4.6162,2.7837,2.1938,,131.0922194,,0.0202,0.0727,-0.1072,,173.71,69.02,7.65,,46.21,10.34,3.37,,104.69,,35.87,,63_26b,100.8kb,k_lower,d,DD1475
5.434,,4.586,2.591,2.464,,4.7622,2.4327,2.3918,,247.6250593,,0.1762,-0.1583,-0.0722,,151.91,64.2,7.18,,41.34,11.5,3.36,,87.71,,29.84,,63_26b,100.8kb,k_lower,d,DD1475
6.521,,4.506,2.673,2.457,,4.6062,2.5277,2.4838,,178.5227436,,0.1002,-0.1453,0.0268,,163.39,62.86,7.21,,46.15,10.96,3.29,,100.53,,35.19,,63_26b,100.8kb,k_lower,d,DD1475
10.869,,4.663,2.684,2.414,,4.6222,2.5807,2.4678,,123.4097646,,-0.0408,-0.1033,0.0538,,131.02,59.94,6.89,,44.77,8.5,3.09,,71.08,,36.27,,63_26b,100.8kb,k_lower,d,DD1475
11.956,,4.719,2.762,2.367,,4.7172,2.7707,2.2328,,134.4937545,,-0.0018,0.0087,-0.1342,,136.89,59.02,6.87,,48.27,8.99,3.15,,77.87,,39.28,,63_26b,100.8kb,k_lower,d,DD1475
13.043,,4.831,2.734,2.398,,4.8142,2.8477,2.2768,,167.031045,,-0.0168,0.1137,-0.1212,,140.71,58.69,6.88,,51.24,12.76,3.5,,82.02,,38.48,,63_26b,100.8kb,k_lower,d,DD1475
14.129,,4.788,2.705,2.429,,4.7552,2.6737,2.3018,,135.0384019,,-0.0328,-0.0313,-0.1272,,135.43,58.19,6.88,,46.34,10.35,3.39,,77.24,,35.99,,63_26b,100.8kb,k_lower,d,DD1475
15.216,,4.766,2.739,2.294,,4.7022,2.8577,2.3158,,136.5114281,,-0.0638,0.1187,0.0218,,147.43,58.45,7.1,,45.54,9.94,3.17,,88.98,,35.6,,63_26b,100.8kb,k_lower,d,DD1475
18.477,,4.673,2.383,2.691,,4.8812,2.7097,2.5138,,426.0046596,,0.2082,0.3267,-0.1772,,145.17,59.05,7.57,,62.54,10.99,3.6,,86.12,,51.55,,63_26b,100.8kb,k_lower,d,DD1475
19.564,,4.666,2.32,2.516,,4.7222,2.6187,2.5088,,304.0262653,,0.0562,0.2987,-0.0072,,140.87,58.91,7.51,,64.54,12.75,3.86,,81.96,,51.79,,63_26b,100.8kb,k_lower,d,DD1475
20.651,,4.665,2.425,2.417,,4.9692,2.5767,2.3488,,346.7012691,,0.3042,0.1517,-0.0682,,151.85,59,7.58,,54.68,11.56,3.34,,92.85,,43.12,,63_26b,100.8kb,k_lower,d,DD1475
21.738,,4.603,2.602,2.329,,4.6082,2.5927,2.4378,,109.3204921,,0.0052,-0.0093,0.1088,,144.56,57.66,7.13,,46.05,11.54,3.3,,86.9,,34.51,,63_26b,100.8kb,k_lower,d,DD1475
22.824,,4.723,2.654,2.329,,4.6932,2.6687,2.3638,,48.11621348,,-0.0298,0.0147,0.0348,,144.74,57.35,7.25,,39.44,11.06,3.2,,87.39,,28.38,,63_26b,100.8kb,k_lower,d,DD1475
23.911,,4.721,2.723,2.285,,4.7162,2.6627,2.5188,,241.4985921,,-0.0048,-0.0603,0.2338,,129.25,56.26,6.88,,41.3,11.54,3.26,,72.99,,29.76,,63_26b,100.8kb,k_lower,d,DD1475
24.998,,4.713,2.711,2.247,,4.7022,2.7297,2.4818,,235.7909455,,-0.0108,0.0187,0.2348,,130.99,56.14,6.91,,47.67,12.08,3.22,,74.85,,35.59,,63_26b,100.8kb,k_lower,d,DD1475
26.085,,4.587,2.614,2.219,,4.7122,2.7447,2.5048,,338.2885898,,0.1252,0.1307,0.2858,,143.33,56.36,7.16,,38.73,10.72,3.01,,86.97,,28.01,,63_26b,100.8kb,k_lower,d,DD1475
27.172,,4.554,2.711,2.112,,4.6972,2.7587,2.5218,,436.7122279,,0.1432,0.0477,0.4098,,139.01,55.19,6.78,,46.01,11.06,3.28,,83.82,,34.95,,63_26b,100.8kb,k_lower,d,DD1475
28.259,,4.587,2.643,2.092,,4.7152,2.5837,2.5598,,488.6599738,,0.1282,-0.0593,0.4678,,134.09,54.69,6.56,,41.52,11.35,3.2,,79.4,,30.17,,63_26b,100.8kb,k_lower,d,DD1475
29.346,,4.706,2.868,2.177,,4.7022,2.7677,2.5268,,363.9156083,,-0.0038,-0.1003,0.3498,,131.87,53.98,6.13,,45.65,11.85,3.21,,77.89,,33.8,,63_26b,100.8kb,k_lower,d,DD1475
30.433,,4.689,2.881,2.41,,4.7282,2.7287,2.5608,,217.8820094,,0.0392,-0.1523,0.1508,,131.91,53.95,6.06,,54.03,10.67,3.15,,77.96,,43.36,,63_26b,100.8kb,k_lower,d,DD1475
31.52,,4.711,2.905,2.266,,4.6552,2.7247,2.5238,,319.5036307,,-0.0558,-0.1803,0.2578,,131.26,53.23,5.64,,47.14,10.85,3.06,,78.03,,36.29,,63_26b,100.8kb,k_lower,d,DD1475
32.606,,4.587,2.864,2.316,,4.6552,2.6617,2.4838,,271.5388922,,0.0682,-0.2023,0.1678,,117.68,53.2,5.71,,37.29,10.48,2.96,,64.48,,26.81,,63_26b,100.8kb,k_lower,d,DD1475
33.693,,4.632,2.929,2.28,,4.7342,2.6367,2.4708,,363.715232,,0.1022,-0.2923,0.1908,,129.97,52.55,5.54,,45.75,10.3,3.01,,77.42,,35.45,,63_26b,100.8kb,k_lower,d,DD1475
34.78,,4.628,2.913,2.229,,4.7932,2.5557,2.3728,,419.0856356,,0.1652,-0.3573,0.1438,,119.22,51.9,5.46,,43.14,9.69,3.02,,67.32,,33.45,,63_26b,100.8kb,k_lower,d,DD1475
35.867,,4.673,2.929,2.004,,4.6872,2.6527,2.5418,,604.7910135,,0.0142,-0.2763,0.5378,,121.95,51.57,5.57,,37.3,9.84,2.92,,70.38,,27.46,,63_26b,100.8kb,k_lower,d,DD1475
36.954,,4.643,2.952,2.042,,4.5782,2.7457,2.5318,,535.4089745,,-0.0648,-0.2063,0.4898,,118.45,51.6,5.57,,53.46,11.3,3.37,,66.85,,42.16,,63_26b,100.8kb,k_lower,d,DD1475
38.041,,4.739,2.805,1.89,,4.7332,2.7197,2.3188,,437.240403,,-0.0058,-0.0853,0.4288,,132.77,52.01,5.75,,49.07,9.92,3.06,,80.76,,39.15,,63_26b,100.8kb,k_lower,d,DD1475
39.128,,4.648,2.86,1.855,,4.7412,2.7377,2.3328,,501.9326349,,0.0932,-0.1223,0.4778,,120.73,51.64,5.5,,42.61,9.41,2.97,,69.09,,33.2,,63_26b,100.8kb,k_lower,d,DD1475
40.215,,4.668,2.789,1.818,,4.6302,2.7947,2.3718,,555.1177983,,-0.0378,0.0057,0.5538,,128.54,51.36,5.58,,44.62,11.24,3.29,,77.18,,33.38,,63_26b,100.8kb,k_lower,d,DD1475
41.301,,4.77,2.826,2.048,,4.7002,2.8107,2.2728,,235.8838061,,-0.0698,-0.0153,0.2248,,129.98,51.35,5.72,,46.63,9.94,3.11,,78.63,,36.69,,63_26b,100.8kb,k_lower,d,DD1475
42.388,,4.686,2.895,2.16,,4.6882,2.8577,2.3748,,218.0256178,,0.0022,-0.0373,0.2148,,117.76,51.13,5.5,,46.47,10.41,3.08,,66.63,,36.06,,63_26b,100.8kb,k_lower,d,DD1475
43.475,,4.613,2.878,2.165,,4.7382,2.9107,2.0658,,163.0489804,,0.1252,0.0327,-0.0992,,115.95,51.18,5.64,,44.52,10.98,3.39,,64.77,,33.54,,63_26b,100.8kb,k_lower,d,DD1475
44.562,,4.705,2.982,2.052,,4.7132,2.8527,2.2118,,205.7225559,,0.0082,-0.1293,0.1598,,125.32,51.33,5.63,,47.02,9.98,3.11,,73.99,,37.04,,63_26b,100.8kb,k_lower,d,DD1475
45.649,,4.625,3.044,2.087,,4.6482,2.8197,2.2608,,284.7018967,,0.0232,-0.2243,0.1738,,124.61,50.84,5.54,,36.94,8.52,2.83,,73.77,,28.42,,63_26b,100.8kb,k_lower,d,DD1475
46.736,,4.606,3.17,2.17,,4.7502,2.8857,2.3078,,347.2880217,,0.1442,-0.2843,0.1378,,109.73,49.39,4.84,,45.81,8.52,3.11,,60.34,,37.29,,63_26b,100.8kb,k_lower,d,DD1475
47.823,,4.521,3.091,2.199,,4.7282,2.8667,2.2568,,310.7783294,,0.2072,-0.2243,0.0578,,110.66,49.87,4.87,,42.1,7.84,2.72,,60.79,,34.26,,63_26b,100.8kb,k_lower,d,DD1475
48.91,,4.465,3.132,2.142,,4.8422,2.9097,2.1868,,440.1183591,,0.3772,-0.2223,0.0448,,105.93,49.61,4.62,,35.96,8.22,2.58,,56.32,,27.74,,63_26b,100.8kb,k_lower,d,DD1475
49.996,,4.472,3.085,2.135,,4.7912,2.8777,2.1068,,381.6505863,,0.3192,-0.2073,-0.0282,,108,49.5,4.72,,36.2,9.77,2.8,,58.5,,26.43,,63_26b,100.8kb,k_lower,d,DD1475
51.083,,4.369,3.069,2.031,,4.7312,2.9237,1.8688,,422.6224911,,0.3622,-0.1453,-0.1622,,112.91,49.74,4.91,,44.1,9.39,2.78,,63.17,,34.71,,63_26b,100.8kb,k_lower,d,DD1475
52.17,,4.431,3.1,2.064,,4.5812,2.7877,2.0318,,348.0347253,,0.1502,-0.3123,-0.0322,,116.26,49.35,5.08,,37.53,8.7,2.63,,66.91,,28.83,,63_26b,100.8kb,k_lower,d,DD1475
53.257,,4.417,3.075,2.029,,4.6892,2.8467,2.2348,,410.5695678,,0.2722,-0.2283,0.2058,,115.42,49.31,5.04,,32.77,8.22,2.49,,66.11,,24.55,,63_26b,100.8kb,k_lower,d,DD1475
54.344,,4.395,3.027,2.148,,4.6642,2.7687,2.1378,,373.2178586,,0.2692,-0.2583,-0.0102,,118.85,49.2,5.07,,32.47,8.46,2.43,,69.65,,24.01,,63_26b,100.8kb,k_lower,d,DD1475
55.431,,4.479,2.988,2.219,,4.6702,2.7607,2.3028,,308.6181621,,0.1912,-0.2273,0.0838,,110.45,48.99,4.9,,29.96,8.28,2.63,,61.46,,21.68,,63_26b,100.8kb,k_lower,d,DD1475
56.518,,4.413,2.831,2.2,,4.7012,2.7197,2.4368,,389.2572029,,0.2882,-0.1113,0.2368,,119.3,49.57,5.35,,36.56,9.26,2.77,,69.73,,27.3,,63_26b,100.8kb,k_lower,d,DD1475
65.213,,4.279,2.97,1.729,,4.2432,2.9417,1.9388,,214.7057754,,-0.0358,-0.0283,0.2098,,112.78,49.03,5.02,,33.34,7.69,2.46,,63.75,,25.65,,63_26b,100.8kb,k_lower,d,DD1475
66.3,,4.224,2.938,1.682,,4.3342,2.9017,2.1128,,446.1506136,,0.1102,-0.0363,0.4308,,112.56,49.24,5.11,,29.69,7.72,2.36,,63.32,,21.97,,63_26b,100.8kb,k_lower,d,DD1475
67.387,,4.333,2.97,1.603,,4.3342,2.9027,1.9888,,391.6278463,,0.0012,-0.0673,0.3858,,114.49,48.91,5.02,,35.29,9.18,2.62,,65.58,,26.11,,63_26b,100.8kb,k_lower,d,DD1475
68.473,,4.208,2.962,1.711,,4.3452,2.8827,1.9318,,271.7811068,,0.1372,-0.0793,0.2208,,120.64,49.2,5.34,,34.55,8.83,2.54,,71.44,,25.72,,63_26b,100.8kb,k_lower,d,DD1475
69.56,,4.252,2.922,1.725,,4.4062,2.9667,2.0588,,370.4027133,,0.1542,0.0447,0.3338,,111.37,49.1,5.29,,35.93,9.06,2.5,,62.27,,26.87,,63_26b,100.8kb,k_lower,d,DD1475
70.647,,4.23,2.86,1.755,,4.2512,2.8727,2.0378,,283.8777378,,0.0212,0.0127,0.2828,,112.95,48.93,5.44,,32.69,8.81,2.34,,64.02,,23.88,,63_26b,100.8kb,k_lower,d,DD1475
71.734,,4.181,2.829,1.725,,4.1402,2.8927,1.9898,,275.393119,,-0.0408,0.0637,0.2648,,119.02,48.78,5.36,,35.12,8.9,2.56,,70.24,,26.22,,63_26b,100.8kb,k_lower,d,DD1475
72.821,,4.219,2.895,1.753,,4.1362,2.9387,1.8628,,144.2968122,,-0.0828,0.0437,0.1098,,113.66,48.72,5.25,,39.99,8.47,2.56,,64.94,,31.52,,63_26b,100.8kb,k_lower,d,DD1475
73.908,,4.339,2.973,1.675,,4.1172,2.9087,1.9848,,386.4010481,,-0.2218,-0.0643,0.3098,,113.45,48.8,5.04,,38.21,7.06,2.54,,64.65,,31.15,,63_26b,100.8kb,k_lower,d,DD1475
74.995,,4.195,3.026,1.89,,4.1412,2.8907,2.0678,,229.8115967,,-0.0538,-0.1353,0.1778,,107.24,49,4.98,,35.48,6.86,2.34,,58.24,,28.62,,63_26b,100.8kb,k_lower,d,DD1475
76.082,,4.373,3.173,1.964,,4.1052,2.9357,1.9578,,357.8638987,,-0.2678,-0.2373,-0.0062,,104.01,48.25,4.48,,34.96,7.28,2.3,,55.76,,27.68,,63_26b,100.8kb,k_lower,d,DD1475
77.168,,4.354,3.128,2.011,,4.1412,2.9647,1.9438,,276.5258939,,-0.2128,-0.1633,-0.0672,,104.67,48.02,4.28,,37.58,7.35,2.39,,56.65,,30.23,,63_26b,100.8kb,k_lower,d,DD1475
78.255,,4.373,3.101,2.102,,4.2772,2.9327,1.7918,,365.6864367,,-0.0958,-0.1683,-0.3102,,100.58,47.64,4.24,,34.2,7.08,2.26,,52.94,,27.12,,63_26b,100.8kb,k_lower,d,DD1475
79.342,,4.412,3.192,1.968,,4.2352,2.9567,1.9368,,295.9692045,,-0.1768,-0.2353,-0.0312,,100.7,47.48,4.26,,29.13,7.36,2.4,,53.22,,21.77,,63_26b,100.8kb,k_lower,d,DD1475
80.429,,4.436,3.223,1.747,,4.2382,2.9527,1.7398,,335.0205516,,-0.1978,-0.2703,-0.0072,,94.58,47.57,4.32,,32.37,7.88,2.15,,47.01,,24.49,,63_26b,100.8kb,k_lower,d,DD1475
81.516,,4.432,3.166,1.721,,4.2152,2.9687,1.8398,,316.2957003,,-0.2168,-0.1973,0.1188,,95.99,47.73,4.38,,32.67,8.6,2.4,,48.26,,24.07,,63_26b,100.8kb,k_lower,d,DD1475
82.603,,4.215,3.033,1.821,,4.2042,2.9457,1.7108,,141.0034397,,-0.0108,-0.0873,-0.1102,,110.62,48.5,5.04,,38.34,7.9,2.49,,62.12,,30.44,,63_26b,100.8kb,k_lower,d,DD1475
83.69,,4.214,2.946,1.845,,4.2022,2.9397,1.6458,,199.6486163,,-0.0118,-0.0063,-0.1992,,108.34,48.35,5.03,,26.39,6.05,1.92,,59.99,,20.34,,63_26b,100.8kb,k_lower,d,DD1475
84.777,,4.306,3.036,1.772,,4.1682,2.8317,1.7758,,246.4584549,,-0.1378,-0.2043,0.0038,,108.81,48.05,4.77,,33.27,8.19,2.31,,60.76,,25.08,,63_26b,100.8kb,k_lower,d,DD1475
85.863,,4.182,2.935,1.691,,4.1512,2.7547,1.9638,,328.4456881,,-0.0308,-0.1803,0.2728,,111.28,47.73,4.92,,28.79,6.55,2.06,,63.55,,22.24,,63_26b,100.8kb,k_lower,d,DD1475
86.95,,4.32,3.053,1.71,,4.1402,2.6907,1.7668,,408.4306183,,-0.1798,-0.3623,0.0568,,103.71,47.3,4.61,,33.41,6.08,2.18,,56.41,,27.33,,63_26b,100.8kb,k_lower,d,DD1475
89.124,,4.449,2.96,1.564,,4.2392,2.8787,1.7528,,293.7195431,,-0.2098,-0.0813,0.1888,,111.39,47.53,4.6,,39.48,9.3,2.43,,63.86,,30.18,,63_26b,100.8kb,k_lower,d,DD1475
90.211,,4.466,3.082,1.803,,4.2042,2.8327,1.6338,,399.1470531,,-0.2618,-0.2493,-0.1692,,105.36,47.27,4.31,,31.45,7.94,2.11,,58.09,,23.51,,63_26b,100.8kb,k_lower,d,DD1475
91.298,,4.22,2.872,2.037,,4.3242,2.9307,1.8368,,233.2024228,,0.1042,0.0587,-0.2002,,106.75,47.71,4.92,,22.01,5.6,1.81,,59.04,,16.41,,63_26b,100.8kb,k_lower,d,DD1475
92.385,,4.433,3.137,1.708,,4.3982,2.9237,1.6428,,225.7409356,,-0.0348,-0.2133,-0.0652,,101.7,47.11,4.26,,29.15,6.8,2.06,,54.59,,22.35,,63_26b,100.8kb,k_lower,d,DD1475
93.472,,4.456,3.111,1.628,,4.2912,2.9587,1.6288,,224.399131,,-0.1648,-0.1523,0.0008,,109.5,47.92,4.63,,25.91,6.25,1.85,,61.58,,19.66,,63_26b,100.8kb,k_lower,d,DD1475
94.559,,4.456,2.932,1.655,,4.3322,2.8827,1.8118,,205.7745611,,-0.1238,-0.0493,0.1568,,108.29,48.21,4.94,,33.12,7.42,2.07,,60.08,,25.7,,63_26b,100.8kb,k_lower,d,DD1475
97.819,,4.381,2.893,1.68,,4.4452,2.9977,1.9468,,293.710691,,0.0642,0.1047,0.2668,,98.36,47.59,4.74,,27.64,7.18,2.01,,50.77,,20.46,,63_26b,100.8kb,k_lower,d,DD1475
98.906,,4.521,3.097,1.701,,4.5242,3.0137,1.9608,,272.846422,,0.0032,-0.0833,0.2598,,97.31,46.48,4.36,,25.95,6.25,1.99,,50.83,,19.7,,63_26b,100.8kb,k_lower,d,DD1475
99.993,,4.784,3.007,1.783,,4.5102,3.0827,1.9518,,330.4396617,,-0.2738,0.0757,0.1688,,107.32,46.69,4.54,,31.2,6.14,2.02,,60.63,,25.06,,63_26b,100.8kb,k_lower,d,DD1475
101.08,,4.754,3.02,1.707,,4.5502,2.9447,1.9048,,293.8186005,,-0.2038,-0.0753,0.1978,,101.05,46.3,4.4,,27.42,7.19,2.03,,54.75,,20.23,,63_26b,100.8kb,k_lower,d,DD1475
102.167,,4.651,3.096,1.652,,4.6602,3.0147,1.8918,,253.3739726,,0.0092,-0.0813,0.2398,,103.98,46.35,4.29,,29.21,7.98,1.97,,57.63,,21.23,,63_26b,100.8kb,k_lower,d,DD1475
103.254,,4.689,3.126,1.765,,4.6132,2.9047,1.9918,,325.8183083,,-0.0758,-0.2213,0.2268,,97.17,46.11,4.04,,26.88,6.42,2.05,,51.06,,20.46,,63_26b,100.8kb,k_lower,d,DD1475
104.34,,4.369,3.063,1.86,,4.5502,2.8317,1.9558,,309.0481678,,0.1812,-0.2313,0.0958,,99.36,46.19,4.06,,23.95,5.48,1.75,,53.17,,18.47,,63_26b,100.8kb,k_lower,d,DD1475
105.427,,4.329,3.099,2.023,,4.4382,2.8847,2.0378,,240.9733803,,0.1092,-0.2143,0.0148,,93.99,45.99,4.02,,25.72,6.59,1.89,,48,,19.13,,63_26b,100.8kb,k_lower,d,DD1475
106.514,,4.383,3.034,2.158,,4.4882,3.1737,1.7508,,443.1647211,,0.1052,0.1397,-0.4072,,92.18,46.15,4.12,,24.58,5.69,1.69,,46.03,,18.89,,63_26b,100.8kb,k_lower,d,DD1475
107.601,,4.306,2.949,2.221,,4.4672,3.1597,1.8468,,458.6998692,,0.1612,0.2107,-0.3742,,92.55,46.56,4.42,,22.19,6.25,1.77,,45.99,,15.94,,63_26b,100.8kb,k_lower,d,DD1475
0,,4.426,6.236,2.241,,4.4212,6.0187,2.0668,,278.5461721,,-0.0048,-0.2173,-0.1742,,144.07,68.3,6.02,,33.68,6.01,1.88,,75.77,,27.67,,63_28a,100.8kb,i_upper,m,DD1475
1.087,,4.397,6,2.182,,4.3702,6.0727,1.9958,,201.6778867,,-0.0268,0.0727,-0.1862,,136.14,65.77,5.66,,35.06,5.87,1.93,,70.37,,29.19,,63_28a,100.8kb,i_upper,m,DD1475
2.174,,4.269,6.099,1.994,,4.5632,6.1087,2.2118,,366.1756,,0.2942,0.0097,0.2178,,137.08,63.66,5.63,,33.46,5.84,1.82,,73.42,,27.62,,63_28a,100.8kb,i_upper,m,DD1475
3.261,,4.317,6.056,2.095,,4.5542,6.0417,2.2958,,311.1092573,,0.2372,-0.0143,0.2008,,131.91,61.88,5.52,,34.79,5.74,1.74,,70.03,,29.05,,63_28a,100.8kb,i_upper,m,DD1475
4.348,,4.337,6.036,2.242,,4.4652,6.0247,2.1858,,140.4327953,,0.1282,-0.0113,-0.0562,,138.73,60.99,5.76,,34.32,5.78,1.81,,77.74,,28.54,,63_28a,100.8kb,i_upper,m,DD1475
5.434,,4.297,6.165,2.281,,4.4082,5.9797,1.9388,,404.7250548,,0.1112,-0.1853,-0.3422,,144.92,60.43,6.04,,32.02,5.98,1.78,,84.49,,26.04,,63_28a,100.8kb,i_upper,m,DD1475
6.521,,4.331,6.196,2.298,,4.2902,6.1617,1.8738,,427.5356944,,-0.0408,-0.0343,-0.4242,,127.15,59.38,5.72,,36.1,6.24,2.03,,67.77,,29.86,,63_28a,100.8kb,i_upper,m,DD1475
7.608,,4.231,6.215,2.277,,4.1412,6.2107,1.8808,,406.2720394,,-0.0898,-0.0043,-0.3962,,136.23,58.76,6.01,,31.65,6.23,2,,77.47,,25.42,,63_28a,100.8kb,i_upper,m,DD1475
8.695,,4.284,6.276,2.083,,4.2542,6.1777,2.0198,,120.6033582,,-0.0298,-0.0983,-0.0632,,125.82,57.8,5.86,,35.56,6.38,2.03,,68.02,,29.18,,63_28a,100.8kb,i_upper,m,DD1475
9.782,,4.348,6.336,1.981,,4.1862,6.0997,1.9888,,286.4921814,,-0.1618,-0.2363,0.0078,,127.33,57.15,5.99,,32.69,6.07,1.94,,70.18,,26.62,,63_28a,100.8kb,i_upper,m,DD1475
10.869,,4.314,6.331,1.894,,4.0912,6.2487,1.9688,,249.0143972,,-0.2228,-0.0823,0.0748,,132.62,56.56,5.91,,26.47,5.96,1.87,,76.06,,20.51,,63_28a,100.8kb,i_upper,m,DD1475
11.956,,4.037,6.482,1.937,,4.1112,6.1287,2.0468,,377.3361499,,0.0742,-0.3533,0.1098,,132.19,55.65,5.75,,29.55,5.75,1.88,,76.54,,23.8,,63_28a,100.8kb,i_upper,m,DD1475
13.043,,3.93,6.394,1.982,,4.1792,6.1277,2.0978,,382.6564647,,0.2492,-0.2663,0.1158,,129.6,55.17,5.7,,34.63,5.92,2.02,,74.43,,28.71,,63_28a,100.8kb,i_upper,m,DD1475
14.129,,3.899,6.484,2.045,,4.2212,6.1107,1.8638,,525.3562315,,0.3222,-0.3733,-0.1812,,117.88,55,5.7,,30.53,5.75,1.88,,62.88,,24.78,,63_28a,100.8kb,i_upper,m,DD1475
15.216,,4.041,6.357,2.182,,4.0892,6.2387,1.9848,,234.9595071,,0.0482,-0.1183,-0.1972,,133.1,55.01,5.99,,39.62,6.41,2.18,,78.09,,33.21,,63_28a,100.8kb,i_upper,m,DD1475
16.303,,4.203,6.462,2.214,,4.2302,6.2427,1.8618,,415.7850045,,0.0272,-0.2193,-0.3522,,119.29,54.32,5.9,,27.82,5.97,1.86,,64.97,,21.85,,63_28a,100.8kb,i_upper,m,DD1475
17.39,,4.101,6.25,2.052,,4.2632,6.3887,1.8788,,274.8540886,,0.1622,0.1387,-0.1732,,129.26,53.48,5.68,,30.65,6.47,2.04,,75.78,,24.18,,63_28a,100.8kb,i_upper,m,DD1475
18.477,,4.151,6.307,2.161,,4.2152,6.3817,1.8198,,355.132609,,0.0642,0.0747,-0.3412,,127.34,53.62,5.97,,32,6.19,1.99,,73.72,,25.81,,63_28a,100.8kb,i_upper,m,DD1475
46.736,,4.28,6.564,2.311,,4.2442,6.3817,1.9528,,403.5122923,,-0.0358,-0.1823,-0.3582,,123.17,49.07,5.65,,31.25,5.48,1.81,,74.1,,25.77,,63_28a,100.8kb,i_upper,m,DD1475
47.823,,4.236,6.643,2.332,,4.2602,6.5477,1.9348,,409.1889172,,0.0242,-0.0953,-0.3972,,120.18,49.45,5.73,,25.45,5.66,1.8,,70.73,,19.79,,63_28a,100.8kb,i_upper,m,DD1475
48.91,,4.228,6.66,2.294,,4.0992,6.5077,1.8468,,489.6657738,,-0.1288,-0.1523,-0.4472,,122.77,49.56,5.71,,29.31,5.43,1.79,,73.21,,23.88,,63_28a,100.8kb,i_upper,m,DD1475
49.996,,4.345,6.672,2.263,,4.0832,6.5477,1.7938,,551.487416,,-0.2618,-0.1243,-0.4692,,117.89,49.44,5.69,,24.71,5.21,1.63,,68.45,,19.5,,63_28a,100.8kb,i_upper,m,DD1475
