Replicate,Plate,Well,Entity Identifier,Entity Identifier Source Database,Entity Identifier Link Stem,Strain Name,Gene Symbol,Control Type,Control Comments
1,X_110222_S1,C5,SPBC1347.07,Pombase,http://www.pombase.org/spombe/result/,rex2,rex2,,
1,X_110222_S1,C6,SPBC56F2.14,Pombase,http://www.pombase.org/spombe/result/,mrpl44,mrpl44,,
1,X_110222_S1,C7,SPCP1E11.11,Pombase,http://www.pombase.org/spombe/result/,puf6,puf6,,
1,X_110222_S1,C8,SPAC14C4.16,Pombase,http://www.pombase.org/spombe/result/,dad3,dad3,,
1,X_110222_S1,C9,SPAC17G8.05,Pombase,http://www.pombase.org/spombe/result/,med20,med20,,
1,X_110222_S1,D1,SPAC1420.03,Pombase,http://www.pombase.org/spombe/result/,rpn501,rpn501,,
1,X_110222_S1,D10,SPAC22F3.07c,Pombase,http://www.pombase.org/spombe/result/,atp20,atp20,,
1,X_110222_S1,D11,SPAC29A4.14c,Pombase,http://www.pombase.org/spombe/result/,SPAC29A4.14c,,,
1,X_110222_S1,D12,SPAC4D7.11,Pombase,http://www.pombase.org/spombe/result/,dsc4,dsc4,,
1,X_110222_S1,D2,SPAC1952.02,Pombase,http://www.pombase.org/spombe/result/,tma23,tma23,,
1,X_110222_S1,D3,SPAC30C2.05,Pombase,http://www.pombase.org/spombe/result/,erv14,erv14,,
1,X_110222_S1,D4,SPAC630.07c,Pombase,http://www.pombase.org/spombe/result/,SPAC630.07c,,,
1,X_110222_S1,D5,SPBC1604.09c,Pombase,http://www.pombase.org/spombe/result/,SPBC1604.09c,,,
1,X_110222_S1,D6,SPBC577.02,Pombase,http://www.pombase.org/spombe/result/,rpl3801,rpl3801,,
1,X_110222_S1,D7,SPAC1002.20,Pombase,http://www.pombase.org/spombe/result/,SPAC1002.20,,,
1,X_110222_S1,D8,SPAC1527.02,Pombase,http://www.pombase.org/spombe/result/,sft2,sft2,,
1,X_110222_S1,D9,SPAC1851.02,Pombase,http://www.pombase.org/spombe/result/,slc1,slc1,,
1,X_110222_S1,E1,SPAC15E1.09,Pombase,http://www.pombase.org/spombe/result/,grx2,grx2,,
1,X_110222_S1,E10,SPAC22H10.02,Pombase,http://www.pombase.org/spombe/result/,SPAC22H10.02,,,
1,X_110222_S1,E11,SPAC29A4.17c,Pombase,http://www.pombase.org/spombe/result/,SPAC29A4.17c,,,
1,X_110222_S1,E12,SPAC4G9.06c,Pombase,http://www.pombase.org/spombe/result/,chz1,chz1,,
1,X_110222_S1,E2,SPAC1B1.02c,Pombase,http://www.pombase.org/spombe/result/,SPAC1B1.02c,,,
1,X_110222_S1,E3,SPAC31A2.02,Pombase,http://www.pombase.org/spombe/result/,trm112,trm112,,
1,X_110222_S1,E4,SPAC824.07,Pombase,http://www.pombase.org/spombe/result/,SPAC824.07,,,
1,X_110222_S1,E5,SPBC16D10.02,Pombase,http://www.pombase.org/spombe/result/,trm11,trm11,,
1,X_110222_S1,E6,SPBC651.12c,Pombase,http://www.pombase.org/spombe/result/,dbl7,dbl7,,
1,X_110222_S1,E7,SPAC1296.04,Pombase,http://www.pombase.org/spombe/result/,mug65,mug65,,
1,X_110222_S1,E8,SPAC15E1.06,Pombase,http://www.pombase.org/spombe/result/,vps29,vps29,,
1,X_110222_S1,E9,SPAC18B11.08c,Pombase,http://www.pombase.org/spombe/result/,SPAC18B11.08c,,,
1,X_110222_S1,F1,SPAC16A10.05c,Pombase,http://www.pombase.org/spombe/result/,dad1,dad1,,
1,X_110222_S1,F10,SPAC23A1.11,Pombase,http://www.pombase.org/spombe/result/,rpl1602,rpl1602,,
1,X_110222_S1,F11,SPAC2C4.05,Pombase,http://www.pombase.org/spombe/result/,cor1,cor1,,
1,X_110222_S1,F12,SPAC4H3.06,Pombase,http://www.pombase.org/spombe/result/,SPAC4H3.06,,,
1,X_110222_S1,F2,SPAC227.14,Pombase,http://www.pombase.org/spombe/result/,SPAC227.14,,,
1,X_110222_S1,F3,SPAC343.20,Pombase,http://www.pombase.org/spombe/result/,SPAC343.20,,,
1,X_110222_S1,F4,SPAC890.07c,Pombase,http://www.pombase.org/spombe/result/,rmt1,rmt1,,
1,X_110222_S1,F5,SPBC19G7.02,Pombase,http://www.pombase.org/spombe/result/,SPBC19G7.02,,,
1,X_110222_S1,F6,SPBC713.09,Pombase,http://www.pombase.org/spombe/result/,SPBC713.09,,,
1,X_110222_S1,F7,SPAC13A11.03,Pombase,http://www.pombase.org/spombe/result/,mcp7,mcp7,,
1,X_110222_S1,F8,SPAC1687.23c,Pombase,http://www.pombase.org/spombe/result/,SPAC1687.23c,,,
1,X_110222_S1,F9,SPAC18B11.09c,Pombase,http://www.pombase.org/spombe/result/,SPAC18B11.09c,,,
1,X_110222_S1,G1,SPAC1751.04,Pombase,http://www.pombase.org/spombe/result/,SPAC1751.04,,,
1,X_110222_S1,G10,SPAC23C11.08,Pombase,http://www.pombase.org/spombe/result/,php3,php3,,
1,X_110222_S1,G11,SPAC2C4.08,Pombase,http://www.pombase.org/spombe/result/,SPAC2C4.08,,,
1,X_110222_S1,G12,SPAC57A10.14,Pombase,http://www.pombase.org/spombe/result/,sgf11,sgf11,,
1,X_110222_S1,G2,SPAC23C11.10,Pombase,http://www.pombase.org/spombe/result/,mpn1,mpn1,,
1,X_110222_S1,G3,SPAC3G6.13c,Pombase,http://www.pombase.org/spombe/result/,rpl4101,rpl4101,,
1,X_110222_S1,G4,SPAC8C9.14,Pombase,http://www.pombase.org/spombe/result/,prr1,prr1,,
1,X_110222_S1,G5,SPBC215.04,Pombase,http://www.pombase.org/spombe/result/,git11,git11,,
1,X_110222_S1,G6,SPBC947.14c,Pombase,http://www.pombase.org/spombe/result/,cbp6,cbp6,,
1,X_110222_S1,G7,SPAC13G7.03,Pombase,http://www.pombase.org/spombe/result/,upf3,upf3,,
1,X_110222_S1,G8,SPAC16E8.08,Pombase,http://www.pombase.org/spombe/result/,SPAC16E8.08,,,
1,X_110222_S1,G9,SPAC19A8.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC19A8.11c,,,
1,X_110222_S1,H1,SPAC1786.04,Pombase,http://www.pombase.org/spombe/result/,SPAC1786.04,,,
1,X_110222_S1,H10,SPAC23C4.16c,Pombase,http://www.pombase.org/spombe/result/,atg15,atg15,,
1,X_110222_S1,H11,SPAC2C4.09,Pombase,http://www.pombase.org/spombe/result/,SPAC2C4.09,,,
1,X_110222_S1,H12,,,,Empty,,empty,
1,X_110222_S1,H2,,,,Empty,,empty,
1,X_110222_S1,H3,,,,Empty,,empty,
1,X_110222_S1,H4,SPAC8E11.07c,Pombase,http://www.pombase.org/spombe/result/,alp31,alp31,,
1,X_110222_S1,H5,SPBC2A9.13,Pombase,http://www.pombase.org/spombe/result/,SPBC2A9.13,,,
1,X_110222_S1,H6,SPCC4B3.02c,Pombase,http://www.pombase.org/spombe/result/,SPCC4B3.02c,,,
1,X_110222_S1,H7,SPAC13G7.07,Pombase,http://www.pombase.org/spombe/result/,arb2,arb2,,
1,X_110222_S1,H8,SPAC16E8.18,Pombase,http://www.pombase.org/spombe/result/,SPAC16E8.18,,,
1,X_110222_S1,H9,SPAC19D5.11c,Pombase,http://www.pombase.org/spombe/result/,ctf8,ctf8,,
1,X_110227_S3,A1,SPBP8B7.26,Pombase,http://www.pombase.org/spombe/result/,SPBP8B7.26,,,
1,X_110227_S3,A10,SPBC16C6.02c,Pombase,http://www.pombase.org/spombe/result/,vps1302,vps1302,,
1,X_110227_S3,A11,SPBC26H8.05c,Pombase,http://www.pombase.org/spombe/result/,pph3,pph3,,
1,X_110227_S3,A12,SPBC30D10.14,Pombase,http://www.pombase.org/spombe/result/,SPBC30D10.14,,,
1,X_110227_S3,A2,SPCC1183.10,Pombase,http://www.pombase.org/spombe/result/,wtf10,wtf10,,
1,X_110227_S3,A3,,,,Empty,,empty,
1,X_110227_S3,A4,SPAC1002.14,Pombase,http://www.pombase.org/spombe/result/,itt1,itt1,,
1,X_110227_S3,A5,SPAC17C9.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC17C9.11c,,,
1,X_110227_S3,A6,SPAC23H4.02,Pombase,http://www.pombase.org/spombe/result/,ppk9,ppk9,,
1,X_110227_S3,A7,SPAC29B12.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC29B12.11c,,,
1,X_110227_S3,A8,SPAC6B12.02c,Pombase,http://www.pombase.org/spombe/result/,mus7,mus7,,
1,X_110227_S3,A9,SPAPB2B4.04c,Pombase,http://www.pombase.org/spombe/result/,SPAPB2B4.04c,,,
1,X_110227_S3,B1,SPBP8B7.31,Pombase,http://www.pombase.org/spombe/result/,SPBP8B7.31,,,
1,X_110227_S3,B10,SPBC16C6.11,Pombase,http://www.pombase.org/spombe/result/,rpl3201,rpl3201,,
1,X_110227_S3,B11,SPBC26H8.12,Pombase,http://www.pombase.org/spombe/result/,SPBC26H8.12,,,
1,X_110227_S3,B12,SPBC32F12.06,Pombase,http://www.pombase.org/spombe/result/,pch1,pch1,,
1,X_110227_S3,B2,SPCC1223.15c,Pombase,http://www.pombase.org/spombe/result/,spc19,spc19,,
1,X_110227_S3,B3,SPCC31H12.03c,Pombase,http://www.pombase.org/spombe/result/,tho1,tho1,,
1,X_110227_S3,B4,SPAC105.03c,Pombase,http://www.pombase.org/spombe/result/,SPAC105.03c,,,
1,X_110227_S3,B5,SPAC1805.11c,Pombase,http://www.pombase.org/spombe/result/,rps2602,rps2602,,
1,X_110227_S3,B6,SPAC23H4.17c,Pombase,http://www.pombase.org/spombe/result/,srb10,srb10,,
1,X_110227_S3,B7,SPAC2C4.07c,Pombase,http://www.pombase.org/spombe/result/,dis32,dis32,,
1,X_110227_S3,B8,SPAC6G9.08,Pombase,http://www.pombase.org/spombe/result/,ubp6,ubp6,,
1,X_110227_S3,B9,SPBC106.12c,Pombase,http://www.pombase.org/spombe/result/,SPBC106.12c,,,
1,X_110227_S3,C1,SPBPB21E7.01c,Pombase,http://www.pombase.org/spombe/result/,eno102,eno102,,
1,X_110227_S3,C10,SPBC16D10.05,Pombase,http://www.pombase.org/spombe/result/,mok13,mok13,,
1,X_110227_S3,C11,SPBC28F2.11,Pombase,http://www.pombase.org/spombe/result/,hmo1,hmo1,,
1,X_110227_S3,C12,SPBC32F12.07c,Pombase,http://www.pombase.org/spombe/result/,SPBC32F12.07c,,,
1,X_110227_S3,C2,SPCC1259.04,Pombase,http://www.pombase.org/spombe/result/,iec3,iec3,,
1,X_110227_S3,C3,SPCC576.01c,Pombase,http://www.pombase.org/spombe/result/,xan1,xan1,,
1,X_110227_S3,C4,SPAC1071.04c,Pombase,http://www.pombase.org/spombe/result/,spc2,spc2,,
1,X_110227_S3,C5,SPAC19D5.01,Pombase,http://www.pombase.org/spombe/result/,pyp2,pyp2,,
1,X_110227_S3,C6,SPAC24H6.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC24H6.11c,,,
1,X_110227_S3,C7,SPAC2E1P3.04,Pombase,http://www.pombase.org/spombe/result/,cao1,cao1,,
1,X_110227_S3,C8,SPAC869.02c,Pombase,http://www.pombase.org/spombe/result/,SPAC869.02c,,,
1,X_110227_S3,C9,SPBC1105.14,Pombase,http://www.pombase.org/spombe/result/,rsv2,rsv2,,
1,X_110227_S3,D1,SPBPB2B2.02,Pombase,http://www.pombase.org/spombe/result/,mug180,mug180,,
1,X_110227_S3,D10,SPBC16H5.03c,Pombase,http://www.pombase.org/spombe/result/,fub2,fub2,,
1,X_110227_S3,D11,SPBC29A10.02,Pombase,http://www.pombase.org/spombe/result/,spo5,spo5,,
1,X_110227_S3,D12,SPBC32H8.03,Pombase,http://www.pombase.org/spombe/result/,bem46,bem46,,
1,X_110227_S3,D2,SPCC1682.01,Pombase,http://www.pombase.org/spombe/result/,qcr9,qcr9,,
1,X_110227_S3,D3,SPCC584.12,Pombase,http://www.pombase.org/spombe/result/,mug42,mug42,,
1,X_110227_S3,D4,SPAC12B10.14c,Pombase,http://www.pombase.org/spombe/result/,tea5,tea5,,
1,X_110227_S3,D5,SPAC19D5.03,Pombase,http://www.pombase.org/spombe/result/,cid1,cid1,,
1,X_110227_S3,D6,SPAC24H6.13,Pombase,http://www.pombase.org/spombe/result/,SPAC24H6.13,,,
1,X_110227_S3,D7,SPAC30D11.13,Pombase,http://www.pombase.org/spombe/result/,hus5,hus5,,
1,X_110227_S3,D8,SPAC8C9.03,Pombase,http://www.pombase.org/spombe/result/,cgs1,cgs1,,
1,X_110227_S3,D9,SPBC1198.11c,Pombase,http://www.pombase.org/spombe/result/,reb1,reb1,,
1,X_110227_S3,E1,SPBPB7E8.02,Pombase,http://www.pombase.org/spombe/result/,SPBPB7E8.02,,,
1,X_110227_S3,E10,SPBC1778.04,Pombase,http://www.pombase.org/spombe/result/,spo6,spo6,,
1,X_110227_S3,E11,SPBC29A10.10c,Pombase,http://www.pombase.org/spombe/result/,dbl8,dbl8,,
1,X_110227_S3,E12,SPBC354.03,Pombase,http://www.pombase.org/spombe/result/,swd3,swd3,,
1,X_110227_S3,E2,SPCC16C4.04,Pombase,http://www.pombase.org/spombe/result/,SPCC16C4.04,,,
1,X_110227_S3,E3,SPCC74.05,Pombase,http://www.pombase.org/spombe/result/,rpl2702,rpl2702,,
1,X_110227_S3,E4,SPAC12G12.03,Pombase,http://www.pombase.org/spombe/result/,cip2,cip2,,
1,X_110227_S3,E5,SPAC20H4.07,Pombase,http://www.pombase.org/spombe/result/,rad57,rad57,,
1,X_110227_S3,E6,SPAC25A8.01c,Pombase,http://www.pombase.org/spombe/result/,fft3,fft3,,
1,X_110227_S3,E7,SPAC328.05,Pombase,http://www.pombase.org/spombe/result/,SPAC328.05,,,
1,X_110227_S3,E8,SPAC9E9.08,Pombase,http://www.pombase.org/spombe/result/,rad26,rad26,,
1,X_110227_S3,E9,SPBC1198.12,Pombase,http://www.pombase.org/spombe/result/,mfr1,mfr1,,
1,X_110227_S3,F1,SPBPB8B6.04c,Pombase,http://www.pombase.org/spombe/result/,grt1,grt1,,
1,X_110227_S3,F10,SPBC17G9.02c,Pombase,http://www.pombase.org/spombe/result/,cdc73,cdc73,,
1,X_110227_S3,F11,SPBC29A3.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC29A3.03c,,,
1,X_110227_S3,F12,SPBC3D6.10,Pombase,http://www.pombase.org/spombe/result/,apn2,apn2,,
1,X_110227_S3,F2,SPCC16C4.11,Pombase,http://www.pombase.org/spombe/result/,pef1,pef1,,
1,X_110227_S3,F3,SPCC794.15,Pombase,http://www.pombase.org/spombe/result/,SPCC794.15,,,
1,X_110227_S3,F4,SPAC139.03,Pombase,http://www.pombase.org/spombe/result/,toe2,toe2,,
1,X_110227_S3,F5,SPAC227.15,Pombase,http://www.pombase.org/spombe/result/,SPAC227.15,,,
1,X_110227_S3,F6,SPAC27D7.06,Pombase,http://www.pombase.org/spombe/result/,etf1,etf1,,
1,X_110227_S3,F7,SPAC4A8.06c,Pombase,http://www.pombase.org/spombe/result/,SPAC4A8.06c,,,
1,X_110227_S3,F8,SPACUNK4.16c,Pombase,http://www.pombase.org/spombe/result/,SPACUNK4.16c,,,
1,X_110227_S3,F9,SPBC1347.02,Pombase,http://www.pombase.org/spombe/result/,fkbp39,fkbp39,,
1,X_110227_S3,G1,SPBPB8B6.05c,Pombase,http://www.pombase.org/spombe/result/,SPBPB8B6.05c,,,
1,X_110227_S3,G10,SPBC216.05,Pombase,http://www.pombase.org/spombe/result/,rad3,rad3,,
1,X_110227_S3,G11,SPBC29A3.07c,Pombase,http://www.pombase.org/spombe/result/,sap14,sap14,,
1,X_110227_S3,G12,SPBC4B4.07c,Pombase,http://www.pombase.org/spombe/result/,usp102,usp102,,
1,X_110227_S3,G2,SPCC24B10.18,Pombase,http://www.pombase.org/spombe/result/,SPCC24B10.18,,,
1,X_110227_S3,G3,SPAC23C4.08,Pombase,http://www.pombase.org/spombe/result/,rho3,rho3,,
1,X_110227_S3,G4,SPAC13F5.05,Pombase,http://www.pombase.org/spombe/result/,SPAC13F5.05,,,
1,X_110227_S3,G5,SPAC22G7.06c,Pombase,http://www.pombase.org/spombe/result/,ura1,ura1,,
1,X_110227_S3,G6,SPAC27E2.02,Pombase,http://www.pombase.org/spombe/result/,SPAC27E2.02,,,
1,X_110227_S3,G7,SPAC607.06c,Pombase,http://www.pombase.org/spombe/result/,SPAC607.06c,,,
1,X_110227_S3,G8,SPAPB24D3.01,Pombase,http://www.pombase.org/spombe/result/,toe3,toe3,,
1,X_110227_S3,G9,SPBC13E7.04,Pombase,http://www.pombase.org/spombe/result/,atp16,atp16,,
1,X_110227_S3,H1,SPBPJ4664.02,Pombase,http://www.pombase.org/spombe/result/,SPBPJ4664.02,,,
1,X_110227_S3,H10,SPBC21B10.10,Pombase,http://www.pombase.org/spombe/result/,rps402,rps402,,
1,X_110227_S3,H11,SPBC2D10.06,Pombase,http://www.pombase.org/spombe/result/,rep1,rep1,,
1,X_110227_S3,H12,,,,Empty,,empty,
1,X_110227_S3,H2,,,,Empty,,empty,
1,X_110227_S3,H3,,,,Empty,,empty,
1,X_110227_S3,H4,SPAC14C4.11,Pombase,http://www.pombase.org/spombe/result/,SPAC14C4.11,,,
1,X_110227_S3,H5,SPAC23G3.03,Pombase,http://www.pombase.org/spombe/result/,sib2,sib2,,
1,X_110227_S3,H6,SPAC29B12.03,Pombase,http://www.pombase.org/spombe/result/,spd1,spd1,,
1,X_110227_S3,H7,SPAC688.13,Pombase,http://www.pombase.org/spombe/result/,scn3,scn3,,
1,X_110227_S3,H8,SPAPB24D3.09c,Pombase,http://www.pombase.org/spombe/result/,pdr1,pdr1,,
1,X_110227_S3,H9,SPBC16A3.08c,Pombase,http://www.pombase.org/spombe/result/,oga1,oga1,,
1,X_110227_S4,A1,SPBC530.01,Pombase,http://www.pombase.org/spombe/result/,gyp1,gyp1,,
1,X_110227_S4,A10,SPAC12B10.07,Pombase,http://www.pombase.org/spombe/result/,acp1,acp1,,
1,X_110227_S4,A11,SPAC13D6.03c,Pombase,http://www.pombase.org/spombe/result/,trm9,trm9,,
1,X_110227_S4,A12,SPAC15A10.06,Pombase,http://www.pombase.org/spombe/result/,SPAC15A10.06,,,
1,X_110227_S4,A2,SPBP23A10.10,Pombase,http://www.pombase.org/spombe/result/,ppk32,ppk32,,
1,X_110227_S4,A3,SPCC1450.07c,Pombase,http://www.pombase.org/spombe/result/,dao1,dao1,,
1,X_110227_S4,A4,,,,Empty,,empty,
1,X_110227_S4,A5,SPCC777.04,Pombase,http://www.pombase.org/spombe/result/,SPCC777.04,,,
1,X_110227_S4,A6,SPBC36.10,Pombase,http://www.pombase.org/spombe/result/,SPBC36.10,,,
1,X_110227_S4,A7,SPAC13G6.15c,Pombase,http://www.pombase.org/spombe/result/,SPAC13G6.15c,,,
1,X_110227_S4,A8,SPAC1071.02,Pombase,http://www.pombase.org/spombe/result/,mms19,mms19,,
1,X_110227_S4,A9,SPAC11D3.17,Pombase,http://www.pombase.org/spombe/result/,SPAC11D3.17,,,
1,X_110227_S4,B1,SPBC543.07,Pombase,http://www.pombase.org/spombe/result/,pek1,pek1,,
1,X_110227_S4,B10,SPAC12B10.09,Pombase,http://www.pombase.org/spombe/result/,pet801,pet801,,
1,X_110227_S4,B11,SPAC13G6.07c,Pombase,http://www.pombase.org/spombe/result/,rps601,rps601,,
1,X_110227_S4,B12,SPAC15A10.11,Pombase,http://www.pombase.org/spombe/result/,ubr11,ubr11,,
1,X_110227_S4,B2,SPBP4H10.03,Pombase,http://www.pombase.org/spombe/result/,oxa102,oxa102,,
1,X_110227_S4,B3,SPCC162.10,Pombase,http://www.pombase.org/spombe/result/,ppk33,ppk33,,
1,X_110227_S4,B4,SPCC297.05,Pombase,http://www.pombase.org/spombe/result/,SPCC297.05,,,
1,X_110227_S4,B5,SPCC777.17c,Pombase,http://www.pombase.org/spombe/result/,SPCC777.17c,,,
1,X_110227_S4,B6,SPBC146.12,Pombase,http://www.pombase.org/spombe/result/,coq6,coq6,,
1,X_110227_S4,B7,SPAC20G8.09c,Pombase,http://www.pombase.org/spombe/result/,nat10,nat10,,
1,X_110227_S4,B8,SPAC1071.08,Pombase,http://www.pombase.org/spombe/result/,rpp203,rpp203,,
1,X_110227_S4,B9,SPAC11D3.18c,Pombase,http://www.pombase.org/spombe/result/,SPAC11D3.18c,,,
1,X_110227_S4,C1,SPBC56F2.08c,Pombase,http://www.pombase.org/spombe/result/,SPBC56F2.08c,,,
1,X_110227_S4,C10,SPAC12G12.01c,Pombase,http://www.pombase.org/spombe/result/,SPAC12G12.01c,,,
1,X_110227_S4,C11,SPAC13G6.09,Pombase,http://www.pombase.org/spombe/result/,SPAC13G6.09,,,
1,X_110227_S4,C12,SPAC15A10.16,Pombase,http://www.pombase.org/spombe/result/,bud6,bud6,,
1,X_110227_S4,C2,SPCC1223.11,Pombase,http://www.pombase.org/spombe/result/,ptc2,ptc2,,
1,X_110227_S4,C3,SPCC1682.08c,Pombase,http://www.pombase.org/spombe/result/,mcp2,mcp2,,
1,X_110227_S4,C4,SPCC320.04c,Pombase,http://www.pombase.org/spombe/result/,gem1,gem1,,
1,X_110227_S4,C5,SPCC825.01,Pombase,http://www.pombase.org/spombe/result/,SPCC825.01,,,
1,X_110227_S4,C6,SPAC328.02,Pombase,http://www.pombase.org/spombe/result/,dbl4,dbl4,,
1,X_110227_S4,C7,SPAC4F10.07c,Pombase,http://www.pombase.org/spombe/result/,atg13,atg13,,
1,X_110227_S4,C8,SPAC10F6.04,Pombase,http://www.pombase.org/spombe/result/,SPAC10F6.04,,,
1,X_110227_S4,C9,SPAC11E3.01c,Pombase,http://www.pombase.org/spombe/result/,swr1,swr1,,
1,X_110227_S4,D1,SPBC582.08,Pombase,http://www.pombase.org/spombe/result/,SPBC582.08,,,
1,X_110227_S4,D10,SPAC12G12.12,Pombase,http://www.pombase.org/spombe/result/,SPAC12G12.12,,,
1,X_110227_S4,D11,SPAC144.02,Pombase,http://www.pombase.org/spombe/result/,iec1,iec1,,
1,X_110227_S4,D12,SPAC1610.03c,Pombase,http://www.pombase.org/spombe/result/,crp79,crp79,,
1,X_110227_S4,D2,SPCC126.07c,Pombase,http://www.pombase.org/spombe/result/,pbr1,pbr1,,
1,X_110227_S4,D3,SPCC18.03,Pombase,http://www.pombase.org/spombe/result/,SPCC18.03,,,
1,X_110227_S4,D4,SPCC330.11,Pombase,http://www.pombase.org/spombe/result/,btb1,btb1,,
1,X_110227_S4,D5,SPCC895.07,Pombase,http://www.pombase.org/spombe/result/,alp14,alp14,,
1,X_110227_S4,D6,SPBC8D2.17,Pombase,http://www.pombase.org/spombe/result/,gmh4,gmh4,,
1,X_110227_S4,D7,SPAC1093.06c,Pombase,http://www.pombase.org/spombe/result/,dhc1,dhc1,,
1,X_110227_S4,D8,SPAC10F6.06,Pombase,http://www.pombase.org/spombe/result/,vip1,vip1,,
1,X_110227_S4,D9,SPAC11E3.05,Pombase,http://www.pombase.org/spombe/result/,sea3,sea3,,
1,X_110227_S4,E1,SPBC725.05c,Pombase,http://www.pombase.org/spombe/result/,SPBC725.05c,,,
1,X_110227_S4,E10,SPAC139.04c,Pombase,http://www.pombase.org/spombe/result/,fap2,fap2,,
1,X_110227_S4,E11,SPAC144.05,Pombase,http://www.pombase.org/spombe/result/,SPAC144.05,,,
1,X_110227_S4,E12,SPAC1635.01,Pombase,http://www.pombase.org/spombe/result/,SPAC1635.01,,,
1,X_110227_S4,E2,SPCC126.08c,Pombase,http://www.pombase.org/spombe/result/,SPCC126.08c,,,
1,X_110227_S4,E3,SPCC1840.02c,Pombase,http://www.pombase.org/spombe/result/,bgs4,bgs4,,
1,X_110227_S4,E4,SPCC550.15c,Pombase,http://www.pombase.org/spombe/result/,SPCC550.15c,,,
1,X_110227_S4,E5,SPCC965.10,Pombase,http://www.pombase.org/spombe/result/,SPCC965.10,,,
1,X_110227_S4,E6,SPAC24B11.10c,Pombase,http://www.pombase.org/spombe/result/,cfh1,cfh1,,
1,X_110227_S4,E7,SPAC1006.01,Pombase,http://www.pombase.org/spombe/result/,psp3,psp3,,
1,X_110227_S4,E8,SPAC10F6.16,Pombase,http://www.pombase.org/spombe/result/,mug134,mug134,,
1,X_110227_S4,E9,SPAC11E3.09,Pombase,http://www.pombase.org/spombe/result/,pyp3,pyp3,,
1,X_110227_S4,F1,SPBC725.06c,Pombase,http://www.pombase.org/spombe/result/,ppk31,ppk31,,
1,X_110227_S4,F10,SPAC13A11.05,Pombase,http://www.pombase.org/spombe/result/,ysp2,ysp2,,
1,X_110227_S4,F11,SPAC1486.04c,Pombase,http://www.pombase.org/spombe/result/,alm1,alm1,,
1,X_110227_S4,F12,SPAC167.01,Pombase,http://www.pombase.org/spombe/result/,ire1,ire1,,
1,X_110227_S4,F2,SPCC126.11c,Pombase,http://www.pombase.org/spombe/result/,SPCC126.11c,,,
1,X_110227_S4,F3,SPCC188.02,Pombase,http://www.pombase.org/spombe/result/,par1,par1,,
1,X_110227_S4,F4,SPCC622.17,Pombase,http://www.pombase.org/spombe/result/,apn1,apn1,,
1,X_110227_S4,F5,SPCC970.07c,Pombase,http://www.pombase.org/spombe/result/,raf2,raf2,,
1,X_110227_S4,F6,SPBC1685.11,Pombase,http://www.pombase.org/spombe/result/,rlp1,rlp1,,
1,X_110227_S4,F7,SPAC1006.06,Pombase,http://www.pombase.org/spombe/result/,rgf2,rgf2,,
1,X_110227_S4,F8,SPAC1142.03c,Pombase,http://www.pombase.org/spombe/result/,swi2,swi2,,
1,X_110227_S4,F9,SPAC11G7.02,Pombase,http://www.pombase.org/spombe/result/,pub1,pub1,,
1,X_110227_S4,G1,SPBC725.10,Pombase,http://www.pombase.org/spombe/result/,SPBC725.10,,,
1,X_110227_S4,G10,SPAC13C5.03,Pombase,http://www.pombase.org/spombe/result/,tht1,tht1,,
1,X_110227_S4,G11,SPAC14C4.05c,Pombase,http://www.pombase.org/spombe/result/,man1,man1,,
1,X_110227_S4,G12,SPAC167.07c,Pombase,http://www.pombase.org/spombe/result/,hul5,hul5,,
1,X_110227_S4,G2,SPCC1322.14c,Pombase,http://www.pombase.org/spombe/result/,vtc4,vtc4,,
1,X_110227_S4,G3,SPCC24B10.09,Pombase,http://www.pombase.org/spombe/result/,rps1702,rps1702,,
1,X_110227_S4,G4,SPCC663.03,Pombase,http://www.pombase.org/spombe/result/,pmd1,pmd1,,
1,X_110227_S4,G5,SPAC57A7.13,Pombase,http://www.pombase.org/spombe/result/,SPAC57A7.13,,,
1,X_110227_S4,G6,SPAC17C9.07,Pombase,http://www.pombase.org/spombe/result/,alg8,alg8,,
1,X_110227_S4,G7,SPAC1039.05c,Pombase,http://www.pombase.org/spombe/result/,klf1,klf1,,
1,X_110227_S4,G8,SPAC1142.08,Pombase,http://www.pombase.org/spombe/result/,fhl1,fhl1,,
1,X_110227_S4,G9,SPAC11H11.04,Pombase,http://www.pombase.org/spombe/result/,mam2,mam2,,
1,X_110227_S4,H1,SPBC800.08,Pombase,http://www.pombase.org/spombe/result/,gcd10,gcd10,,
1,X_110227_S4,H10,SPAC13C5.07,Pombase,http://www.pombase.org/spombe/result/,mre11,mre11,,
1,X_110227_S4,H11,SPAC1556.03,Pombase,http://www.pombase.org/spombe/result/,azr1,azr1,,
1,X_110227_S4,H12,,,,Empty,,empty,
1,X_110227_S4,H2,,,,Empty,,empty,
1,X_110227_S4,H3,,,,Empty,,empty,
1,X_110227_S4,H4,SPCC736.06,Pombase,http://www.pombase.org/spombe/result/,SPCC736.06,,,
1,X_110227_S4,H5,SPBC18H10.04c,Pombase,http://www.pombase.org/spombe/result/,sce3,sce3,,
1,X_110227_S4,H6,SPAC23C4.03,Pombase,http://www.pombase.org/spombe/result/,hrk1,hrk1,,
