Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Temperature Sensitive Allele	Restrictive Temperature	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Channels	Comments	Plate Issues
Plate1-TS-Green-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05041	YLR229C	CDC42	cdc42-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05143	YIL068C	SEC6	sec6-4	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05569	YHR107C	CDC12	cdc12-td	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-A	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05643	YBR160W	CDC28	cdc28-td	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06388	YFL039C	ACT1	act1-120	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-A	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06434	YHR166C	CDC23	cdc23-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-A	41	F1											empty well			
Plate1-TS-Green-A	42	F2											empty well			
Plate1-TS-Green-A	43	F3											empty well			
Plate1-TS-Green-A	44	F4											empty well			
Plate1-TS-Green-A	45	F5											empty well			
Plate1-TS-Green-A	46	F6											empty well			
Plate1-TS-Green-A	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no annotation available	
Plate1-TS-Green-A	48	F8											empty well			
Plate1-TS-Green-B	1	A1											empty well			
Plate1-TS-Green-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04965	YBR102C	EXO84	exo84-102	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05137	YDR164C	SEC1	sec1-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05556	YFL045C	SEC53	sec53-6	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05618	YNR026C	SEC12	sec12-4	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06384	YFL039C	ACT1	act1-124	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06430	YJR076C	CDC11	cdc11-5	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	8	A8											empty well			
Plate1-TS-Green-B	9	B1											empty well			
Plate1-TS-Green-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04872	YLR310C	CDC25	cdc25-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05133	YGR264C	MES1	mes1-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05551	YER157W	COG3	cog3-2	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05613	YMR094W	CTF13	ctf13-30	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06322	YJL074C	SMC3	smc3-42	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06427	YJR076C	CDC11	cdc11-3	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06458	YDR052C	DBF4	dbf4-ts	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	17	C1											empty well			
Plate1-TS-Green-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04866	YJR057W	CDC8	cdc8-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05131	YAL038W	CDC19	cdc19-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05366	YNL287W	SEC21	sec21-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05608	YDR473C	PRP3	prp3-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06319	YDL003W	MCD1	mcd1-73	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06426	YJR076C	CDC11	cdc11-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06456	YGL130W	CEG1	ceg1-3	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	25	D1											empty well			
Plate1-TS-Green-B	26	D2											empty well			
Plate1-TS-Green-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05129	YDL164C	CDC9	cdc9-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05361	YBL050W	SEC17	sec17-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05603	YGR009C	SEC9	sec9-4	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	30	D6											empty well			
Plate1-TS-Green-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06421	YCR002C	CDC10	cdc10-4	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06453	YCR093W	CDC39	cdc39-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	33	E1											empty well			
Plate1-TS-Green-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04857	YNL262W	POL2	pol2-12	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05123	YJL194W	CDC6	cdc6-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05356	YDR170C	SEC7	sec7-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05598	YNL272C	SEC2	sec2-41	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06277	YFL008W	SMC1	smc1-259	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	39	E7											empty well			
Plate1-TS-Green-B	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06447	YDR054C	CDC34	cdc34-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	41	F1											empty well			
Plate1-TS-Green-B	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04855	YKL045W	PRI2	pri2-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05121	YDR182W	CDC1	cdc1-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05351	YER008C	SEC3	sec3-2	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05592	YDR498C	SEC20	sec20-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Green-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06274	YIL026C	IRR1	irr1-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate1-TS-Green-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06420	YCR002C	CDC10	cdc10-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate1-TS-Green-B	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06446	YBR196C	PGI1	pgi1-2	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08198	YMR168C	CEP3	cep3-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08270	YOL139C	CDC33	cdc33-E72G	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08324	YIR022W	SEC11	sec11-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08422	YPR183W	DPM1	dpm1-6	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08687	YJR068W	RFC2	rfc2-1	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08855	YJL005W	CDC35	cdc35-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	7	A7											empty well			
Plate1-TS-Red-A	8	A8											empty well			
Plate1-TS-Red-A	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08196	YMR117C	SPC24 4	spc24 4-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08269	YNR026C	SEC12	sec12-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08317	YDR168W	CDC37	cdc37-1	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08421	YPL093W	NOG1	nog1-1	38.5oC very slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08682	YJR065C	ARP3	arp3-D11A	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08850	YIR006C	PAN1	pan1-4	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08875	YBL035C	POL12	pol12-ts	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	16	B8											empty well			
Plate1-TS-Red-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08194	YJL001W	PRE3	pre3-2	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08265	YAL041W	CDC24	cdc24-5	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	19	C3											empty well			
Plate1-TS-Red-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08417	YJR045C	SSC1	ssc1-2	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08681	YIR008C	PRI1	pri1-M4	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08849	YHR164C	DNA2	dna2-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08867	YPR055W	SEC8	sec8-6	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	24	C8											empty well			
Plate1-TS-Red-A	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08192	YHR186C	KOG1	kog1-1	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08261	YMR117C	SPC24 10	spc24 10-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08314	YDR168W	CDC37	cdc37-ts	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08416	YDL090C	RAM1	ram1-119	"37oC - 38.5oC, slow 22oC - 30oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08679	YGL207W	SPT16	spt16-ts	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08845	YLL004W	ORC3	orc3-70	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08866	YPL082C	MOT1	mot1-1033	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	32	D8											empty well			
Plate1-TS-Red-A	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08189	YGR185C	TYS1	tys1-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08260	YJL090C	DPB11	dpb11-1	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08308	YDL165W	CDC36	cdc36-16	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08411	YCL059C	KRR1	krr1-18	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08678	YNR011C	PRP2	prp2-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	38	E6											empty well			
Plate1-TS-Red-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08856	YNL102W	POL1	pol1-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	40	E8											empty well			
Plate1-TS-Red-A	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08187	YER012W	PRE1	pre1-1	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08254	YDR356W	SPC110	spc110-220	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08288	YLR268W	SEC22	sec22-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08407	YCL059C	KRR1	krr1-17	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08461	YOR326W	MYO2	myo2-16	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08711	YPR175W	DPB2	dpb2-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08877	YDL030W	PRP9	prp9-ts	26oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-A	48	F8											empty well			
Plate1-TS-Red-B	1	A1											empty well			
Plate1-TS-Red-B	2	A2											empty well			
Plate1-TS-Red-B	3	A3											empty well			
Plate1-TS-Red-B	4	A4											empty well			
Plate1-TS-Red-B	5	A5											empty well			
Plate1-TS-Red-B	6	A6											empty well			
Plate1-TS-Red-B	7	A7											empty well			
Plate1-TS-Red-B	8	A8											empty well			
Plate1-TS-Red-B	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08241	YJR065C	ARP3	arp3-F306G	"37oC - 38.5oC, slow 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08283	YBR060C	ORC2	orc2-2	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08340	YHR191C	CTF8	ctf8-9	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08457	YKL112W	ABF1	abf1-103	"30oC, slow at 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08710	YKL049C	CSE4	cse4-1	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	14	B6											empty well			
Plate1-TS-Red-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08897	YDR331W	GPI8	gpi8-ts	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	16	B8											empty well			
Plate1-TS-Red-B	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08235	YJR065C	ARP3	arp3-G15C	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	18	C2											empty well			
Plate1-TS-Red-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08339	YHR191C	CTF8	ctf8-162	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08448	YFL009W	CDC4	cdc4-3	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08695	YNL102W	POL1	pol1-13	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08750	YGL130W	CEG1	ceg1-34	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08895	YDL064W	UBC9	ubc9-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	24	C8											empty well			
Plate1-TS-Red-B	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08231	YJR065C	ARP3	arp3-H161A	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08281	YBR060C	ORC2	orc2-4	"37oC - 38.5oC, slow 26oC - 35oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate1-TS-Red-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08335	YFL008W	SMC1	smc1-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
